Date,Auto,Energy,FMCG,Infra,IT,Media,Metal,Pharma,Realty,Banking
2025-02-18,24.611896091884276,6.192317857521985,7.948815701174391,14.682847557729598,57.19638498829105,5.994070066421252,29.698816428941115,5.516714119647012,9.193702508091167,52.24844984254725
2025-02-19,24.70067472390167,17.10068349583898,0.9078288445162946,22.409985031935946,55.781016389709094,11.76039434170283,37.04459391903085,4.1039607203809485,17.750737725677993,57.52881025663731
2025-02-20,33.27510589737385,30.994952493146343,3.256395711596056,33.519117327675744,47.046105369267686,24.13333192146721,48.29724338667974,12.14083516181441,25.205053240191884,60.97792155414516
2025-02-21,32.64103761286069,39.990667394916656,5.529827530134627,42.57737616131404,47.911915740234114,32.29399012357738,62.31554528694235,11.49435718709768,34.7067407156008,62.011452836335366
2025-02-24,28.523150412359783,26.875480511562372,17.489051574720342,31.535029967869015,46.46223875937107,23.029781696514398,44.639664936199694,7.617994746352304,33.050864803304684,56.283617939194464
2025-02-25,32.36404274311446,21.63995199500813,20.455390518547347,23.795577220177677,42.95295915442228,28.95775991178356,39.03228504758983,8.859087806498744,27.277328610167718,55.492976724248834
2025-02-27,24.950965544937112,12.968300131818594,20.362911465293386,15.929131787412565,43.49302983182813,18.34126539789846,36.09889025822441,9.777731649286238,21.760552382639094,53.259791044594465
2025-02-28,13.592248812908089,2.446814932080101,3.4051025660331407,0.0,39.918493330895146,9.372133880239009,29.660275056895756,0.0,17.5556209907434,58.27070333967313
2025-03-03,16.960245061280393,0.0,5.907612595699653,0.8590092836627485,40.90258876898828,4.0241864486048184,30.720950678397923,0.4332036449296307,19.50439366936222,50.83369670012867
2025-03-04,16.599309072606765,8.517792634378928,3.646401153393092,7.7963869396616925,40.59299152545436,13.817663130578477,33.95900012736385,3.372200552408872,27.632345699951788,55.98785979074585
2025-03-05,26.268143107660396,23.985264298955343,10.696157155311404,22.24025382864504,40.81279536375933,27.392729227963986,49.212714241902816,6.906023554986785,42.10493459220198,56.46012695108483
2025-03-06,24.375978274823353,30.134301080359933,14.153006850316658,27.437295208676343,36.47457726413617,25.443148419321542,54.12251600017608,6.593041148935333,38.91917529906001,57.289906586894034
2025-03-07,30.33342927686245,36.6997939591772,10.850628617800995,32.73100235488183,33.027719512422586,37.11563355328394,57.72603337577408,14.29423648940625,40.231218084595575,56.402958288107406
2025-03-10,28.20735119509915,39.54056101102928,14.155403088508953,34.75286001486706,39.59254659874351,48.1249898646383,63.3466778413442,22.310076897702505,37.29400285526661,55.57175076078299
2025-03-11,22.760826513500657,46.85253064792767,16.522393210219562,40.07380982775043,40.28237500265051,50.96008374721179,66.570311718063,33.53483569751194,41.42306934954577,46.80038858510443
2025-03-12,20.420497925152016,41.35708141451663,20.45205752621841,38.43748860531974,26.929654701232046,40.55874649132231,60.01792728535719,29.09746561987826,32.161198908072784,47.69146350066089
2025-03-13,18.71219164060425,37.008108040513996,17.711227341887113,32.92701109196752,28.739655674955642,40.41829401926949,58.37090040254442,24.181008519418885,25.54004664192227,47.97891865727764
2025-03-17,16.757877944919876,30.09332674017739,7.593402342156749,26.402467015565577,27.914657069336375,36.68798178036288,57.101703605923774,31.453095277231913,20.955636029277294,48.70817506945292
2025-03-18,23.550180136941965,34.35770041422667,12.409360973924874,29.46490671339176,29.39946873453,45.504961496521794,62.506585937706596,36.903852074776054,26.562329311870357,54.52107147547811
2025-03-19,17.212419717839563,58.56247730332061,2.2157146163574932,53.47268564410592,28.117357529332498,42.95687944498629,75.33732171068763,40.462689884290235,26.53741255608782,59.699047179377494
2025-03-20,19.73286065400425,53.99078618979046,10.937444731861744,49.49463567307076,28.413723808108486,45.06108817897822,74.08068802539066,37.72176347305354,28.79691825560257,56.14099672512584
2025-03-21,21.32764300908327,53.57411288555802,19.068396457820608,54.94896443256444,27.54358823678804,46.00836751957951,67.3060318756864,40.67521644797015,34.27624257413531,57.589514264296206
2025-03-24,26.042969738209543,60.454735077036446,24.53720325190177,64.94219442988353,29.396188726648546,46.98721720493612,70.70334007289922,39.66905637171616,41.10602800129081,64.28378559728785
2025-03-25,20.323262284762386,58.08800465839924,29.838790427713157,62.324292218819956,33.44318632246133,45.345908480128024,58.509346793328355,33.945597444855046,38.23662355080708,65.55304930791925
2025-03-26,25.528745192353014,62.62542197737477,31.444103289929963,64.77494310251892,32.64377266192028,44.579509367464354,65.27376971302364,38.00216672713573,41.10880143737793,63.632289747403156
2025-03-27,27.83644685629553,73.88977598184015,40.82874310394595,74.60578889841376,37.1309290807014,55.341755672589144,71.07947721872628,42.812501839647176,49.18194510301821,68.18604296977009
2025-03-28,26.666972206555005,74.26648348021216,44.779986966760596,74.14131953460382,33.700460785936066,48.78106683350134,67.00061889176669,41.79153226579643,51.27040614944506,67.62998163699497
2025-04-01,28.378856684517345,73.08586671457175,46.541174385740284,73.28680586256061,30.390126515850106,55.27087089233469,63.33290504094151,29.7650155377293,43.210995048363344,65.00374095710242
2025-04-02,34.13138666962424,81.9831759098012,51.456675050748025,79.63815704978103,31.034622601541468,65.24517996391603,69.85331231218498,44.213226130661,53.46456984488348,68.99904677623782
2025-04-03,32.24787552767448,81.44401438128953,54.72004961277801,80.59471106823061,21.38625507175388,70.3051057081676,65.15324067051894,49.23461494463283,52.9661104104252,69.84163712333725
2025-04-04,26.278991466058294,67.77090118352737,61.09351491495191,66.62725455799446,10.23586836645174,64.47725642010532,44.79997794012945,34.789602101694214,45.50542842524507,72.6747338388383
2025-04-07,16.101370580246336,56.37373442137742,60.99694242378626,51.3001011624315,8.797153674936453,51.807541728413675,21.43613550256442,28.65177038821975,31.21463853649436,60.43930758613287
2025-04-08,16.041661222731957,53.43797482209659,69.5968388124947,54.23618251060406,13.282463167902197,60.82563293397533,19.159934464303994,36.449607339602615,33.48164969218211,65.2126279286131
2025-04-09,25.098028045539618,51.85531952453556,81.48232949236586,55.26523149550169,9.311842155041395,60.36340538177131,11.228641768019298,34.76654031755462,31.931383326902463,65.78057590968687
2025-04-11,28.273910996332408,62.971877756091665,79.83849989191363,68.52107304437298,15.435805739194283,65.25884477873021,28.567920024219333,42.44613544830352,33.883271633551765,70.01248896531355
2025-04-15,36.34017415351512,71.25745872914372,76.56287349480034,80.01183640351492,20.11536308971832,69.33087398227033,41.66600692268384,53.1520348251393,47.95570820370197,77.82469476305003
2025-04-16,39.66388290577832,78.9656666900292,84.32089957427932,84.30963419372995,20.97978178703468,83.73513133505203,40.79806563839789,52.88339726342135,53.0342578673637,81.5505928518609
2025-04-17,53.04338711669514,86.75687950081033,94.65644158962859,98.41810062895908,28.72718550867779,90.90322301685222,43.05952497939297,62.75204914379927,54.9146373187425,88.0409181768803
2025-04-21,58.676464274853025,95.00840325062448,86.55663782109451,100.0,32.184043818034674,95.70900285962574,45.116630436079234,65.06912810788747,56.77048852282452,95.93803617901962
2025-04-22,64.32275560588262,90.59079089272088,100.0,96.05297598567543,32.53500642655736,89.85204141407142,44.200870395077516,68.03633176661866,61.795976825983786,97.01963046731346
2025-04-23,64.43904567320992,83.38758800917321,96.1678246266143,89.00654235450308,39.05747097383125,81.69192081705116,34.80529313312912,68.4680380271125,60.04224960554172,93.6244523289004
2025-04-24,62.12149609324944,77.01222463955159,86.21464296141576,81.82096199486425,38.53089680021774,80.53205823666613,29.216358780058414,68.46962423075634,57.916770009192554,93.36270309834961
2025-04-25,56.2870872686418,69.05566302479193,84.6958493615994,72.95476735000092,42.86777580293211,67.5261760734713,21.762236813068608,60.21046415742121,54.58699158017946,91.82249258731669
2025-04-28,64.68111763991197,79.34245135787074,81.34945308869791,86.26164736709505,42.171235506894654,69.29816898994429,27.83803624320736,70.24110385470142,61.06653265862326,97.19031587659298
2025-04-29,65.12774599634784,76.6005972476296,80.828148732393,82.49137665630427,47.282920830926024,67.43567533894016,23.45550825799554,63.8518497823543,52.44461317334541,100.0
2025-04-30,63.67235586898805,73.67602851733807,80.51276153912343,84.84756427408145,53.39384488111298,65.27312355781696,24.204863781821942,64.15666013001685,60.083298602847414,96.3463259378079
2025-05-02,66.88730487336794,72.8938286997877,78.81464146938622,88.0342521404598,55.04247299956641,70.73992903797897,24.435105683740467,61.11807668985746,62.57232620561501,96.37882452446705
2025-05-05,70.61994437742406,75.79794072850905,86.76038089371384,94.82986107637547,56.02699068205874,74.43946611294119,25.41612821927759,57.13218626793074,65.06127899766955,92.93349922767837
2025-05-06,65.18986934248353,63.2198451379425,82.74394229697488,87.47765868021602,53.77868722884623,62.12688355422446,17.810521665803417,47.35501453455569,52.554447931351255,83.64503086622415
2025-05-07,70.07705037086774,59.96707153142521,82.49354603984634,79.26775510950223,56.8279439450758,62.43337274595704,17.06178996921663,43.825808949218064,49.15441940679433,83.14273858986871
2025-05-08,60.039074320212706,53.20945734397857,73.12387609256189,68.89383320271862,55.71585372112771,61.1620744455579,8.335254675102226,34.42311591622277,42.49426264029656,81.36945774331753
2025-05-09,59.00287523401032,47.54094082105615,71.04536898677276,60.567386512759924,55.808809876560716,59.48829500150508,11.01377604567609,29.414224409485236,36.1372220241266,74.17735559925198
2025-05-12,65.61910394514123,55.49098986858186,79.11471809729986,68.8677212673784,68.5715688737353,66.3309501825251,26.309035140483928,24.329838509213186,45.13216726289087,75.6643692537044
2025-05-13,67.0125464411911,59.77190633886242,74.79121575090798,68.01274954234248,59.76746388431455,76.66855242092538,28.968830304848797,35.30156141026913,47.69515464356269,75.53310644006612
2025-05-14,68.61933253626178,67.06729364928624,74.40715615629178,71.71749102133333,65.30613330320139,85.84097922331398,37.14596529879674,40.017337150004806,53.54574671332606,75.73397843194634
2025-05-15,78.01205489396776,64.1543050985811,73.16903872766865,74.94499191513798,66.26332118673662,85.39780707005295,39.858659541075795,44.07638712347469,54.47955543986945,75.26060247426759
2025-05-16,82.97199436240228,68.24939088438154,72.90509610073777,74.59921258049016,67.57775933455801,94.44632091347589,41.5266558095242,46.13185861018418,60.98744746226979,74.75902315677479
2025-05-19,84.14208748462254,70.3542615555017,74.43586442241453,75.54876675464305,69.57879540021209,85.61994093085794,43.4606328990262,54.876317740968425,71.85564389411284,79.28186908891928
2025-05-20,75.63265708648267,67.79452933947044,65.29639621890847,71.24739404846913,67.37005317724379,81.88886583312777,41.33116851628112,47.33315880704371,63.84552031881982,74.70095662047679
2025-05-21,81.30090931069272,68.01549542791737,64.98864997248855,70.47298258957755,78.87809839059176,79.27798574121738,44.77580439307315,42.498112273636224,67.23610111849236,72.7658933994986
2025-05-22,86.392266441011,77.83945957279043,55.66530074906696,80.20903405485265,83.40616640810656,89.96189962196928,63.26205058121253,54.80718563949245,73.1340566006075,71.65070541739335
2025-05-23,95.82428472434272,86.88317008588133,63.008347006377306,94.88767379299918,89.50441680963067,98.91401096559245,83.28956432111225,60.48454045291696,83.36947237640113,81.01268290312318
2025-05-26,95.38024768513588,85.45451360940834,60.41678763970949,89.52579866816917,87.81536196012952,89.07451125191253,82.8291429933872,55.783615264374006,81.43264486990812,79.53464603762276
2025-05-27,93.29795582774622,89.30982462804803,47.54972124272821,88.33763017439618,91.47141313838779,92.85116250542644,86.68671078388643,65.38436655027996,87.48395215778247,80.57537516814074
2025-05-28,85.86770643748991,81.50836175626999,39.228308578495295,80.01393181838213,91.57289759474556,92.57258264398837,73.23917538855744,54.12601676859117,85.7398156116269,78.2117962748137
2025-05-29,77.96059317182772,76.51421300172704,40.04890958779952,72.16807860175706,90.71658519002007,86.84355154380032,68.78863721385872,51.3138648728357,77.68081002216157,71.68073230957653
2025-05-30,76.67201925745259,72.21354876423943,34.16407021128432,69.65832793367115,88.17872000144564,82.38882041982004,62.68956839902147,49.863837940029256,75.02111785827822,68.67282765637775
